orgid,locationid,name,address1,address2,city,state,zip,deleted,locationtype,licensenum,id,locationexp,locationissue,status,districtcode,loclatitude,loclongitude,mailaddress1,mailaddress2,mailcity,mailstate,mailzip,locubi,producer,processor,retail,transactionid,transactionid_original,fifteenday_end,delete_time
367,1,CANNABLYSS,2705 HARTFORD DR STE A,,LAKE STEVENS,WA,982589204,0,10,415575,373,1514793599,1481270399,ACTIVE (ISSUED),3E,48.0216723,-122.0543847,2832 107TH AVE NE,,LAKE STEVENS,WA,982589592,603359615,,,1,64209379,230811,1409991304,
504,1,GREEN LIFE CANNABIS,3012 GS CENTER RD STE A,,WENATCHEE,WA,988019116,0,10,414755,374,1514793599,1482047999,ACTIVE (ISSUED),4H,47.4717984,-120.3322693,12040 98TH AVE NE STE 203,,KIRKLAND,WA,980344290,603359944,,,1,66121239,240651,1410088500,
258,1,PYRAMID GREEN HOUSES,425 W KING TUT RD STE A,,BELLINGHAM,WA,982269627,0,5,412587,375,1512115199,1480751999,ACTIVE (ISSUED),7I,48.874369,-122.503681,425 W KING TUT RD,,BELLINGHAM,WA,982269627,603350871,1,1,,63222187,240653,1410077704,
518,1,BLACKSMITH FARMS,6251 NE BEAR CREEK DEWATTO RD,,BELFAIR,WA,985288795,0,6,413622,376,1483257599,1449215999,ACTIVE (ISSUED),7R,47.517403,-122.893768,2741 MARINE DRIVE,,BREMERTON,WA,983120000,603356373,1,1,,61598569,240654,1410077704,
434,1,THE GREEN SEED,8420 ASPI BLVD STE 3,,MOSES LAKE,WA,988373601,0,10,412495,377,1512115199,1479628799,ACTIVE (ISSUED),4O,47.1620955,-119.3098097,310 LORING DR,,MOSES LAKE,WA,988370000,603346306,,,1,61598569,240655,1410077704,
506,1,EARTH RISING FARM,214 BATES RD STE A,,WHITE SALMON,WA,986728504,0,4,412819,378,1504249199,1472885999,ACTIVE (ISSUED),7E,45.7535322,-121.4197962,214 BATES RD,,WHITE SALMON,WA,986728504,603354896,1,1,,61598569,240656,1410077704,
432,1,GROW OP FARMS,2611 N WOODRUFF RD STE B,,SPOKANE VALLEY,WA,992064138,0,6,413287,379,1512115199,1476428399,ACTIVE (ISSUED),7N,47.681323,-117.272845,10717 E PIERCE LN,,SPOKANE,WA,992060000,603350574,1,1,,61598569,256435,1410347700,
493,1,PROHIBITION BRANDS,22521 100TH ST SE STE A,,MONROE,WA,982727794,0,6,414042,380,1506841199,1473922799,ACTIVE (ISSUED),7G,47.908629,-121.929645,2721 4TH AVE # 507,,SEATTLE,WA,981211264,603330333,1,1,,61598569,261824,1410434100,
485,1,GTECH,456 W HORTON RD,,BELLINGHAM,WA,982260000,1,5,412656,381,1467345599,1434599999,CLOSED (PERMANENT),7I,48.8067009,-122.4950278,2123 W ELMORE ST,,SEATTLE,WA,981990000,603308014,1,1,0,266614,266614,1410509704,1458622800
521,1,KAI'DRO,9630 75TH LN SE STE B,,OLYMPIA,WA,985136316,0,4,413652,382,1496300399,1468393199,ACTIVE (ISSUED),7C,46.976878,-122.732995,9630 75TH LN SE,,OLYMPIA,WA,985136316,603511446,1,1,,61598569,266616,1410509704,
519,1,GREEN FIRE PRODUCTION,17831 59TH AVE NE,SUITE 7,ARLINGTON,WA,982236452,0,6,417571,383,1514793599,1481270399,ACTIVE (ISSUED),7G,48.1585169,-122.1509899,17831 59TH AVE NE,SUITE 7,ARLINGTON,WA,982230000,603358531,1,1,,64209379,266617,1410509704,
429,1,SAR VENTURES,26425 S RUPP ROAD STE 8,,CHENEY,WA,990040000,0,3,415869,384,1514793599,1481702399,ACTIVE (ISSUED),7Q,47.4212303,-117.4714811,615 W CARLISLE,,SPOKANE,WA,992053208,603357007,1,,,65056194,266618,1410509705,
427,1,OLD SCHOOL,3110 STANDARD RD STE B,,DEMING,WA,982449104,0,5,413377,386,1504249199,1472713199,ACTIVE (ISSUED),7I,48.754984,-122.194145,3110 STANDARD RD,,DEMING,WA,982449104,603357047,1,1,,61598569,278498,1410682504,
371,1,MNS - PNP,3 ROLLING HILLS DR SUITE 2,STE 2,TONASKET,WA,988559782,0,6,415689,387,1512115199,1478937599,ACTIVE (ISSUED),7H,48.670806,-119.504178,12239 3RD AVE SW,,BURIEN,WA,981462948,603349446,1,1,,61598569,278500,1410682504,
505,1,GREEN HAVEN,8631 STATE ROUTE 92 STE A,,GRANITE FALLS,WA,982529782,1,5,413281,388,1480579199,1446361199,CLOSED (PERMANENT),7G,48.0833121,-121.9744154,8631 STATE ROUTE 92,,GRANITE FALLS,WA,982529782,603350952,1,1,0,61598569,278501,1410682504,1454472000
449,1,RODRIGO MANUEL OCAMPO,1123 351ST ST STE B,,FEDERAL WAY,WA,980037009,0,1,412525,389,1504249199,1472713199,ACTIVE (ISSUED),7J,47.2876368,-122.3216478,20413 93RD AVENUE CT E,,GRAHAM,WA,983388535,603352120,1,,,61598569,278502,1410693300,
423,1,NORTHWEST RECREATIONAL,540 RON LEE LANE NW,,OLYMPIA,WA,985020000,0,5,412612,390,1480579199,1457078399,ACTIVE (ISSUED),7C,47.050673,-122.994606,PO BOX 12211,,OLYMPIA,WA,985080000,603349763,1,1,,61598569,278503,1410682504,
433,1,NORTHWEST ORGANIC NURSERY,6283 NOON RD STE A,,EVERSON,WA,982479663,0,6,413719,391,1480579199,1456559999,ACTIVE (ISSUED),7I,48.869046,-122.39946,6137 VENUS PLACE,,FERNDALE,WA,982480000,603352275,1,1,,61598569,278504,1410682504,
452,1,NORTHWEST FLOWERS OF POWER,33707 112TH ST SE #A,,SULTAN,WA,982948645,1,1,415725,392,1441090799,1408604399,CLOSED (PERMANENT),7G,47.898651,-121.780793,33707 112TH ST SE,,SULTAN,WA,982948645,601245981,1,0,0,61598569,278505,1410682504,1441170000
497,1,DOUBLE DELICIOUS,3919 MALAGA ALCOA HWY,,MALAGA,WA,988280000,0,6,414462,393,1488355199,1478069999,ACTIVE (ISSUED),7P,47.373294,-120.19997,PO BOX 801,,LAKEBAY,WA,983490181,603376496,1,1,,61598569,278506,1410682504,
486,1,LTDN RESOURCES,3804 E FERRY AVE,,SPOKANE,WA,992020000,0,5,415793,394,1504249199,1478242799,ACTIVE (ISSUED),7Q,47.660441,-117.353859,3804 E FERRY AVE,,SPOKANE,WA,992020000,603328931,1,1,,61598569,304700,1411114505,
304,1,SECRET GARDENS OF WASHINGTON,410 IDA ST W,,BREMERTON,WA,983123134,0,5,412431,395,1512115199,1480751999,ACTIVE (ISSUED),7B,47.559548,-122.690284,1901 CEDAR ST,,EVERETT,WA,982012568,603349027,1,1,,63222187,304707,1411114510,
517,1,PICKENS MOUNTAIN CANNABIS,110 AIRPORT ROAD PICKENS MTN,,OROVILLE,WA,988449491,0,6,412862,397,1514793599,1481702399,ACTIVE (ISSUED),7H,48.803732,-119.3709307,12345 LAKE CITY WAY NE # 303,,SEATTLE,WA,981255401,603362751,1,1,,65056194,304709,1411114511,
490,1,VULCAN MOUNTAIN FARM,190 GRAVES RD #A,,CURLEW,WA,991180000,0,6,413711,398,1512115199,1480492799,ACTIVE (ISSUED),7M,48.9161415,-118.6325798,PO BOX 74,,CURLEW,WA,991180074,603348990,1,1,,62618185,304710,1411114512,
528,1,BUD HUT,8142 HIGHWAY 14,,LYLE,WA,986350000,0,10,415361,399,1512115199,1478764799,ACTIVE (ISSUED),1M,45.6560525,-121.1911491,5505 EVERGREEN WAY,,EVERETT,WA,982030000,603352507,,,1,61598569,304711,1411114512,
196,1,SATURN GROUP,13215 SE 30TH ST,,BELLEVUE,WA,980054402,0,6,412112,400,1509519599,1474095599,ACTIVE (ISSUED),7J,47.583253,-122.163329,13215 SE 30TH ST,,BELLEVUE,WA,980054402,603344149,1,1,,61598569,304712,1411114512,
516,1,AMERICAN FARMS,3478 ENTIAT RIVER RD,,ENTIAT,WA,988229714,0,6,416387,401,1480579199,1468911599,ACTIVE (ISSUED),7P,47.6633443,-120.246866,89 SPRINGHILL DR,,EAST WENATCHEE,WA,988028561,603351015,1,1,,63690216,304713,1411125300,
507,1,FARMWEST 1,18 RIVERVIEW RD # B,,OMAK,WA,988419415,0,6,413130,402,1483257599,1452067199,ACTIVE (ISSUED),7H,48.4473297,-119.473846,3245 AGATE HEIGHTS RD,,BELLINGHAM,WA,982261732,603262901,1,1,,61598569,304714,1411114513,
543,1,ORGROW,503 W PROSPECT RD,STE A,MOXEE,WA,989369810,0,6,412784,403,1514793599,1480492799,ACTIVE (ISSUED),7L,46.557654,-120.3919508,1893 YOUNG GRADE RD,,YAKIMA,WA,989089483,603355254,1,1,,65056194,304715,1411114514,
524,1,420 SPOT SHOP,1374 SE LUND AVE,,PORT ORCHARD,WA,983665628,0,10,414550,404,1496300399,1463122799,ACTIVE (ISSUED),1U,47.5195582,-122.6334082,PO BOX 713,,GRAPEVIEW,WA,985460000,603405180,,,1,61598569,310195,1411200904,
536,1,LONGVIEW FREEDOM MARKET,971 14TH AVE STE 110,,LONGVIEW,WA,986324049,0,10,413544,405,1483257599,1456991999,ACTIVE (ISSUED),1K,46.1320663,-122.9380921,148 BEACON HILL DR,,LONGVIEW,WA,986325861,603354448,,,1,61598569,310198,1411211700,
523,1,MARY MART,3005 6TH AVE STE B,,TACOMA,WA,984066202,0,10,415037,406,1506841199,1473317999,ACTIVE (ISSUED),1P,47.2554643,-122.4752259,PO BOX 6967,,TACOMA,WA,984170392,603357604,,,1,61598569,310199,1411200905,
477,1,OKANOGAN VALLEY NURSERY,125 GREENACRES RD,,RIVERSIDE,WA,988490000,0,6,412262,407,1477983599,1451635199,ACTIVE (ISSUED),7H,48.4709581,-119.5265615,PO BOX 2522,,WENATCHEE,WA,988072522,603346130,1,1,,61598569,310200,1411200905,
560,1,CANNAREX,2714 HENSON RD,,MOUNT VERNON,WA,982739036,0,10,414060,408,1509519599,1475909999,ACTIVE (ISSUED),3C,48.399913,-122.332414,18312 NEWPORT DR,,ARLINGTON,WA,982235027,603345767,,,1,64880435,326384,1411287304,
246,1,JV RANCH,90 CRAGGANMORE,,GOLDENDALE,WA,986203404,0,6,416125,409,1512115199,1477637999,ACTIVE (ISSUED),7L,45.8206794,-120.8217312,90 CRAGGANMORE,,GOLDENDALE,WA,986203404,603346255,1,1,,61598569,326387,1411287304,
530,1,STONE MOUNTAIN,916 KENTUCKY ST,,BELLINGHAM,WA,982254226,0,4,414200,410,1488355199,1457078399,ACTIVE (ISSUED),7I,48.757561,-122.4625235,916 KENTUCKY ST,,BELLINGHAM,WA,982254226,603377678,1,1,,61598569,326388,1412280756,
294,2,STICKY'S,7831 NE HIGHWAY 99,,VANCOUVER,WA,986658836,1,8,413836,412,1477983599,1446274799,CLOSED (PERMANENT),7V,45.6789672,-122.6618951,"4001 SUMMITVIEW AVE, STE 5",PMB 370,YAKIMA,WA,989080000,603344428,0,0,1,61598569,356539,1411557300,1458018000
466,1,TRICHOMETECHNOLOGIES,33907 S GERARDS RD STE A,,KENNEWICK,WA,993376849,0,5,412362,413,1512115199,1479887999,ACTIVE (ISSUED),7O,46.159067,-119.064257,33907 S GERARDS RD,,KENNEWICK,WA,993376849,603349969,1,1,,61598569,356540,1411546504,
481,1,ATOMIC GREEN,6031 OLD OLYMPIC HWY SW STE A,,OLYMPIA,WA,985129425,0,4,413209,415,1514793599,1479887999,ACTIVE (ISSUED),7C,47.0533,-123.008831,6031 OLD OLYMPIC HWY SW STE A,,OLYMPIA,WA,985129425,603356390,1,1,,61598569,356542,1411546504,
198,2,FIREWEED FARMS,133302 W JOHNSON RD STE B,,PROSSER,WA,993507503,0,7,417794,416,1491029999,1456991999,ACTIVE (ISSUED),7O,46.2290936,-119.7688787,133302 W JOHNSON RD,,PROSSER,WA,993507503,601673067,,1,,61598569,368406,1398597300,
498,1,OKPGA,504 MCLAUGHLIN CANYON RD STE A,,RIVERSIDE,WA,988499622,0,6,413000,417,1512115199,1480751999,ACTIVE (ISSUED),7H,48.6278525,-119.3965262,504 MCLAUGHLIN CANYON RD,,RIVERSIDE,WA,988499622,603352680,1,1,,63222187,368407,1411719304,
472,2,GREEN BROTHERS FARMS,7713 SKOOKUMCHUCK RD SE,,TENINO,WA,985899549,0,7,417950,418,1512115199,1480751999,ACTIVE (ISSUED),7C,46.7935094,-122.7754292,7715 SKOOKUMCHUCK RD SE,,TENINO,WA,985899549,603351631,,1,,63222187,368411,1409127304,
554,1,BIG RIDGE FARMS,1655 ROAD 4 NE,STE A,COULEE CITY,WA,991150000,0,6,413135,419,1496300399,1464418799,ACTIVE (ISSUED),7P,47.6702825,-119.3788563,113 CHERRY ST #73608,,SEATTLE,WA,981040000,603298919,1,1,,61598569,368412,1411730100,
419,1,AMERICAN BEST SUPPLY,"4185 OLD MONITOR RD, STE A",,MONITOR,WA,988360000,0,4,412624,420,1485935999,1454486399,ACTIVE (ISSUED),7P,47.491874,-120.425076,PO BOX 371,,MONITOR,WA,988360371,603267564,1,1,,61598569,368413,1411719304,
540,1,RAVEN,600 RONLEE LN NW BLDG A,,OLYMPIA,WA,985029264,0,2,413150,421,1509519599,1478242799,ACTIVE (ISSUED),7C,47.0509726,-122.9945914,600 RONLEE LN NW BLDG A,,OLYMPIA,WA,985029264,603345723,1,,,61598569,382104,1411902900,
511,1,EVERGROW NORTHWEST,1027 85TH AVE SW,,TUMWATER,WA,985015704,0,5,416804,422,1496300399,1473404399,ACTIVE (ISSUED),7C,46.963126,-122.888891,1201 E YELM AVE STE 196,,YELM,WA,985979427,603404927,1,1,,61598569,382105,1411892105,
594,1,MR. BILLS OF BUCKLEY,29297 HWY 410 E STE D,,BUCKLEY,WA,983218482,0,10,413980,423,1496300399,1462690799,ACTIVE (ISSUED),1Q,47.1582951,-122.0379827,PO BOX 2329,,BUCKLEY,WA,983212329,603405237,,,1,61598569,382106,1411892105,
563,1,EVERGREEN PRODUCTION,"100 MAIN ST SUITES 10, 2B & 1","STE 10, STE 2B & STE 1",MONITOR,WA,988369800,0,5,412815,424,1512115199,1479283199,ACTIVE (ISSUED),7P,47.4870465,-120.4032696,PO BOX 254,,MONITOR,WA,988360000,603354985,1,1,,61598569,382107,1411902900,
508,1,ATF FARMS,440 GRUBB RD  STE 1,,WENATCHEE,WA,988010000,0,6,417335,425,1483257599,1471071599,ACTIVE (ISSUED),7P,47.3677628,-120.2816674,PO BOX 437,,ROCK ISLAND,WA,988500437,602692365,1,1,,61598569,382108,1411892105,
421,1,HERBAL RESEARCH AND DEVELOPMENT,1515 SANDERS RD STE 100A,,SNOHOMISH,WA,982909580,0,6,412645,426,1512115199,1480751999,ACTIVE (ISSUED),7G,47.984342,-121.960625,PO BOX 1488,,LAKE STEVENS,WA,982581488,603349127,1,1,,63222187,382109,1411892105,
487,1,VIRGINIA ENTERPRISES,1191 PETERSON SWAMP RD STE A,,COLVILLE,WA,991149630,0,5,416539,427,1483257599,1456646399,ACTIVE (ISSUED),7N,48.6971153,-117.895107,1250 NORTH HWY # 277,,COLVILLE,WA,991142005,603358802,1,1,,65638689,396650,1412151304,
542,1,30TH STREET PRODUCTIONS,13300 SE 30TH ST,,BELLEVUE,WA,980054431,0,4,412692,428,1485935999,1458370799,ACTIVE (ISSUED),7J,47.5843454,-122.1633653,7851 56TH PL NE,,SEATTLE,WA,981156330,603353032,1,1,,61598569,403027,1412237704,
468,1,OUTBACK BUD COMPANY,71 EISENBEIS AVE,,PORT TOWNSEND,WA,983680000,0,5,416544,429,1506841199,1473577199,ACTIVE (ISSUED),7R,48.086385,-122.815374,2005 PETERSON RD NW,,POULSBO,WA,983708293,600456027,1,1,,61598569,403029,1412237704,
248,1,EMERALD JANE'S,10722 LAKE CITY WAY NE,,SEATTLE,WA,981256714,0,5,412148,430,1512115199,1480492799,ACTIVE (ISSUED),7J,47.7076009,-122.301038,2311 N 45TH AVE STE 365,,SEATTLE,WA,981030000,603348395,1,1,,62618185,403031,1412237705,
549,1,GOAT GIRL CANNABIS,154 STRING STREET RD SUITE A,,CENTERVILLE,WA,986133508,0,4,415736,431,1501570799,1466665199,ACTIVE (ISSUED),7L,45.8536429,-120.9295196,154 STRING STREET RD,,CENTERVILLE,WA,986133508,601987076,1,1,,61598569,416068,1412410504,
551,1,PROJECT M,10908 156TH ST NE STE C,,ARLINGTON,WA,982238814,0,5,417168,432,1501570799,1465023599,ACTIVE (ISSUED),7G,48.136163,-122.084175,10908 156TH ST NE,,ARLINGTON,WA,982238814,603525319,1,1,,61598569,416071,1412410504,
556,1,KUSH VALLEY,5004 WEISHAAR RD E,,ODESSA,WA,991596000,0,6,416606,433,1512115199,1480665599,ACTIVE (ISSUED),7O,47.482982,-118.882907,5004 WEISHAAR RD E,,ODESSA,WA,991596000,603350821,1,1,,63009077,416072,1412410504,
453,1,ORGANIC GROWN CANNABIS,7118 E JENNIE LN #A,,SPOKANE,WA,992123085,0,1,412995,434,1483257599,1451548799,ACTIVE (ISSUED),7Q,47.6336213,-117.3057116,7118 E JENNIE LNNE,,SPOKANE,WA,992123085,603354326,1,,,61598569,416073,1412410504,
559,1,FLYING DUTCHMAN FARMS,251 GARLOCK RD STE A,,CASTLE ROCK,WA,986119433,0,1,416312,435,1491029999,1459925999,ACTIVE (ISSUED),7E,46.260248,-122.967445,650 16TH AVE,,LONGVIEW,WA,986320000,603293088,1,,,61598569,416074,1412410504,
559,2,FLYING DUTCHMAN FARMS,251 GARLOCK RD STE B,,CASTLE ROCK,WA,986119433,0,7,418408,436,1491029999,1459925999,ACTIVE (ISSUED),7E,46.260248,-122.967445,650 16TH AVE,,LONGVIEW,WA,986320000,603293088,,1,,61598569,416075,1412410504,
289,1,GREENSIDE,23407 PACIFIC HWY S,,DES MOINES,WA,981988738,0,10,414295,437,1512115199,1478242799,ACTIVE (ISSUED),7W,47.391674,-122.295655,23407 PACIFIC HWY S,,DES MOINES,WA,981988738,603348991,,,1,61598569,416076,1412421300,
462,1,GREENLIGHT,10309 E TRENT AVE,,MILLWOOD,WA,992064514,0,10,415112,438,1483257599,1466578799,ACTIVE (ISSUED),4N,47.6845508,-117.2654566,PO BOX 18129,,SPOKANE,WA,992280000,603359320,,,1,61598569,416077,1412410504,
428,1,G&S GREENERY,19321 63RD AVE NE STE A,,ARLINGTON,WA,982230000,0,5,415986,439,1451635199,1411196399,ACTIVE (ISSUED),7G,48.172882,-122.1460536,20203 99TH AVE SE,,SNOHOMISH,WA,982967970,603356198,1,1,,61598569,423103,1412496904,
525,1,AISLING ENTERPRISES,3833 EAST BISMARK AVE,,SPOKANE,WA,992176504,0,5,413288,440,1488355199,1464159599,ACTIVE (ISSUED),7M,47.712359,-117.352552,PO BOX 48805,,SPOKANE,WA,992281805,602990684,1,1,,61598569,423104,1412496904,
451,1,GREEN AMERICA,2205 PARROT WAY SUITE A,,KELSO,WA,986265522,0,6,413706,441,1498892399,1470466799,ACTIVE (ISSUED),7E,46.122414,-122.900969,PO BOX 455,,LONGVIEW,WA,986320000,603313737,1,1,,61598569,423106,1412507700,
601,1,OMG SYKES,5115 WOODS CREEK RD,,MONROE,WA,982727249,0,6,412720,442,1512115199,1478678399,ACTIVE (ISSUED),7G,47.9516459,-121.885326,415 AVENUE D,,SNOHOMISH,WA,982902747,603352035,1,1,,61598569,443863,1412842505,
577,1,MILLER'S MARIJUANA,5675 STATE ROUTE 12 STE 1,,ELMA,WA,985410000,0,10,415001,443,1514793599,1480492799,ACTIVE (ISSUED),1D,46.939416,-123.3120751,5675 STATE ROUTE 12 STE 1,,ELMA,WA,985410000,603358103,,,1,62618185,443865,1412842505,
478,1,DRIFTBOAT,18101 E EUCLID AVE,,SPOKANE VALLEY,WA,992161748,0,6,416551,444,1491029999,1457078399,ACTIVE (ISSUED),7N,47.6859312,-117.1619782,8418 N PALMER RD,,SPOKANE,WA,992179211,603190898,1,1,,61598569,443866,1412842505,
571,1,UNCLE IKE'S,2310 EAST UNION ST,,SEATTLE,WA,981222966,0,10,414533,445,1498892399,1477551599,ACTIVE (ISSUED),2I,47.6129538,-122.3019257,2314 EAST UNION ST,,SEATTLE,WA,981222966,603409579,,,1,63690216,443868,1412842505,
270,1,BONDI FARMS,1401 INDUSTRIAL WAY,,LONGVIEW,WA,986321096,0,6,412141,446,1512115199,1478678399,ACTIVE (ISSUED),7E,46.11519,-122.94595,1401 INDUSTRIAL WAY,,LONGVIEW,WA,986321096,603348549,1,1,,61598569,449385,1412928904,
568,1,DOC CROC,9730 LATHROP INDUSTRIAL DR SW,UNIT F,OLYMPIA,WA,985121064,0,5,413948,447,1512115199,1478937599,ACTIVE (ISSUED),7C,46.9451436,-122.9462386,PO BOX 192,,ISSAQUAH,WA,980270009,603350228,1,1,,61598569,449386,1412928904,
443,1,DANK DYNASTY,9268 SOREN RD,,SEDRO WOOLLEY,WA,982849089,1,4,416282,448,1483257599,1452067199,CLOSED (PERMANENT),7I,48.5069463,-122.1815159,9268 SOREN RD,,SEDRO WOOLLEY,WA,982849089,603072657,1,1,,61598569,449387,1412928904,1466842506
537,1,GRASS,14343 15TH AVE NE,,SEATTLE,WA,981253162,0,10,414785,449,1472713199,1452844799,ACTIVE (ISSUED),2A,47.7332553,-122.3131161,12345 LAKE CITY WAY NE,PO BOX 131,SEATTLE,WA,981255401,603328012,,,1,61598569,463615,1413112500,
605,1,DAWN STAR,432 S MASSACHUSETTS ST,,SEATTLE,WA,981341517,0,5,415847,450,1483257599,1450857599,ACTIVE (ISSUED),7J,47.5884803,-122.327972,1107 254TH AVE NE,,SAMMAMISH,WA,980747304,603355876,1,1,,61598569,463616,1413112500,
513,1,SUGARLEAF FARM,"18254 W MCCORQUEDALE RD, STE B",,MOUNT VERNON,WA,982737291,1,6,412589,451,1480579199,1450857599,CLOSED (PERMANENT),7I,48.4540343,-122.3530336,1777 S. BURLINGTON BLVD. #410,,BURLINGTON,WA,982333223,603350816,1,1,,61598569,463617,1413101704,1469088908
558,1,OCEAN GREENS,9724 AURORA AVE N,,SEATTLE,WA,981033223,0,10,413372,452,1512115199,1476860399,ACTIVE (ISSUED),7W,47.7002507,-122.3443065,19804 ASHWORTH AVE N,,SHORELINE,WA,981333624,603350909,,,1,61598569,463618,1413101704,
583,1,CE GROUP,4165 HANNEGAN RD STE B,,BELLINGHAM,WA,982269196,0,5,412623,453,1488355199,1459925999,ACTIVE (ISSUED),7I,48.7918277,-122.4431096,1225 183RD ST SE APT N306,,BOTHELL,WA,980127554,603277131,1,1,,61598569,463619,1413101704,
476,1,JSH PRODUCTIONS,16315 N COUGAR LN STE A,,NEWMAN LAKE,WA,990259416,0,4,412251,454,1509519599,1477724399,ACTIVE (ISSUED),7N,47.805742,-117.128244,16315 N COUGAR LN,,NEWMAN LAKE,WA,990259416,603342552,1,1,,61598569,481159,1413360904,
607,1,CRAFT ELIXIRS,3528 BAGLEY AVE N,,SEATTLE,WA,981039113,0,7,415697,455,1509519599,1475737199,ACTIVE (ISSUED),7J,47.6500671,-122.332377,3528 BAGLEY AVE N,,SEATTLE,WA,981039113,603342397,,1,,61598569,489051,1413447304,
550,1,ORACLE ACRES,3533 CHUCKANUT DR SUITE A,,BOW,WA,982328564,0,4,412841,456,1480579199,1449129599,ACTIVE (ISSUED),7I,48.595771,-122.421062,PO BOX 1891,,MAPLE FALLS,WA,982661891,603351880,1,1,,61598569,489052,1413458100,
604,1,MJ'S POT SHOP,1335 SE BISHOP BLVD,,PULLMAN,WA,991636408,0,10,415314,457,1483257599,1465887599,ACTIVE (ISSUED),4N,46.7195855,-117.1645267,PO BOX 175,,PULLMAN,WA,991630175,603456377,,,1,61598569,489053,1413447304,
569,1,420 GROWERS AND PROCESSORS,4710 E ELK TO HIGHWAY RD STE A,,ELK,WA,990098752,0,5,412200,458,1485935999,1465541999,ACTIVE (ISSUED),7N,48.016715,-117.343601,4710 E ELK TO HIGHWAY RD,,ELK,WA,990098752,603461228,1,1,,61598569,489054,1413447304,
531,2,PRINCE FARMS,1610 NW 8TH STREET SUITE B,,NORTH BEND,WA,980457964,1,6,413055,459,1483257599,1451721599,CLOSED (PERMANENT),7J,47.4996441,-121.8044123,PO BOX 517,,CARLSBORG,WA,983240000,603354070,1,1,0,61598569,489055,1413447305,1457582400
603,1,HWY 420,1110 CHARLESTON BEACH RD W,,BREMERTON,WA,983124504,0,10,413843,460,1496300399,1475218799,ACTIVE (ISSUED),1U,47.554132,-122.6595974,PO BOX 5402,,BREMERTON,WA,983124639,603406099,,,1,61598569,489056,1413458100,
545,2,THC EXPRESS,234 OTTO ST STE R3,,PORT TOWNSEND,WA,983689720,1,7,415822,461,1480579199,1446710399,CLOSED (PERMANENT),7B,48.084701,-122.815862,PO BOX 1400,,KINGSTON,WA,983461400,603353114,0,1,0,61598569,489057,1413447305,1455163200
620,1,M & R DISTRIBUTING,460 W ENTERPRISE RD BUILDING 1,,SHELTON,WA,985840000,0,6,412258,462,1509519599,1476255599,ACTIVE (ISSUED),7R,47.2405576,-123.1378092,12704 MUKILTEO SPEEDWAY STE C,,MUKILTEO,WA,982755720,603344577,1,1,,61598569,503700,1413620105,
589,1,CANNA BASIN FARMS,"31150 COSGROVE RD N, STE A",,ALMIRA,WA,991038729,0,6,412830,463,1488355199,1457164799,ACTIVE (ISSUED),7O,47.7109823,-118.9408459,PO BOX 54,,ALMIRA,WA,991030054,603352414,1,1,,61598569,511876,1413706504,
590,1,TOP SHELF 420,2203 S RIETH LN SUITE 1,,MEDICAL LAKE,WA,990228654,0,4,413216,464,1509519599,1478069999,ACTIVE (ISSUED),7Q,47.635415,-117.719929,PO BOX 1272,,MEDICAL LAKE,WA,990221057,603356971,1,1,,61598569,511878,1413706504,
544,1,BS GROWERS,26425 S RUPP #G 1,,CHENEY,WA,990040000,0,2,416089,465,1491029999,1459925999,ACTIVE (ISSUED),7Q,47.4327485,-117.4665479,705 W FALCON AVE,,SPOKANE,WA,992182601,603381765,1,,,61598569,511879,1413706504,
254,2,THE HAPPY CROWD,6205 E MANSFIELD AVE STE 100,,SPOKANE VALLEY,WA,992120000,0,7,416843,466,1512115199,1480751999,ACTIVE (ISSUED),7Q,47.6779713,-117.3213005,8107 S INLAND EMPIRE WAY,,SPOKANE,WA,992249686,603350615,,1,,63222187,530340,1404558903,
574,1,KRUSSEL FARMS,7736 THORNBURG ST SW STE C,SUITE C,OLYMPIA,WA,985122364,1,1,412230,467,1454313599,1412751599,CLOSED (PERMANENT),7C,46.975853,-123.000862,PO BOX 7661,,OLYMPIA,WA,985077661,603271783,1,0,0,61598569,537689,1414062900,1458018000
263,2,ZOOBEES DOOBEES,26327 E MISSION AVE STE 2,,LIBERTY LAKE,WA,990198519,0,7,413324,468,1512115199,1478937599,ACTIVE (ISSUED),7Q,47.673066,-117.050871,1920 N CHASE RD,,LIBERTY LAKE,WA,990198595,603350743,,1,,61598569,537690,1408274100,
482,1,SHELBY ECKROTH,"17931 59TH AVE NE,BLDG 2 STE B",,ARLINGTON,WA,982230000,0,6,416968,469,1483257599,1456041599,ACTIVE (ISSUED),7G,48.1593362,-122.1510132,PO BOX 413,,MUKILTEO,WA,982750413,601606903,1,1,,61598569,537691,1414052104,
470,1,VERDELUX CHOCOLATES,924 KENTUCKY ST,,BELLINGHAM,WA,982254226,0,4,416859,470,1496300399,1464159599,ACTIVE (ISSUED),7I,48.7575559,-122.4622982,15600 NE 8TH ST STE B1 PMB 457,,BELLEVUE,WA,980083958,603270374,1,1,,61598569,537694,1414052104,
520,1,ACME MOUNTAIN HERB,960 VALLEY HWY STE A,,ACME,WA,982209706,1,4,412162,471,1446361199,1412751599,CLOSED (PERMANENT),7I,48.675983,-122.202387,PO BOX 78,,ACME,WA,982200078,603349734,1,1,0,61598569,537696,1414052105,1448078400
